0.000000e+00	0.000000e+00	5.791000e+10	0.000000e+00	1.496000e+11	5.791000e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.082100e+11	5.791000e+10	0.000000e+00	0.000000e+00	2.858300e+11	0.000000e+00	
8.640000e+04	-4.091904e+09	5.776229e+10	0.000000e+00	1.454860e+11	6.033528e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.122596e+11	5.473656e+10	0.000000e+00	-6.171552e+09	2.856728e+11	0.000000e+00	
1.728000e+05	-8.162931e+09	5.731987e+10	0.000000e+00	1.413485e+11	6.246509e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.162037e+11	5.127078e+10	0.000000e+00	-1.232205e+10	2.852017e+11	0.000000e+00	
2.592000e+05	-1.219229e+10	5.658487e+10	0.000000e+00	1.372085e+11	6.430080e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.200218e+11	4.751714e+10	0.000000e+00	-1.843054e+10	2.844190e+11	0.000000e+00	
3.456000e+05	-1.615937e+10	5.556080e+10	0.000000e+00	1.330866e+11	6.584516e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.236932e+11	4.348154e+10	0.000000e+00	-2.447622e+10	2.833282e+11	0.000000e+00	
4.320000e+05	-2.004381e+10	5.425262e+10	0.000000e+00	1.290032e+11	6.710236e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.271979e+11	3.917125e+10	0.000000e+00	-3.043857e+10	2.819343e+11	0.000000e+00	
5.184000e+05	-2.382561e+10	5.266662e+10	0.000000e+00	1.249783e+11	6.807794e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.305161e+11	3.459495e+10	0.000000e+00	-3.629741e+10	2.802434e+11	0.000000e+00	
6.048000e+05	-2.748521e+10	5.081048e+10	0.000000e+00	1.210315e+11	6.877882e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.336288e+11	2.976264e+10	0.000000e+00	-4.203300e+10	2.782634e+11	0.000000e+00	
6.912000e+05	-3.100356e+10	4.869323e+10	0.000000e+00	1.171821e+11	6.921327e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.365172e+11	2.468567e+10	0.000000e+00	-4.762613e+10	2.760032e+11	0.000000e+00	
7.776000e+05	-3.436223e+10	4.632519e+10	0.000000e+00	1.134485e+11	6.939086e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.391634e+11	1.937668e+10	0.000000e+00	-5.305819e+10	2.734732e+11	0.000000e+00	
8.640000e+05	-3.754349e+10	4.371797e+10	0.000000e+00	1.098486e+11	6.932245e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.415503e+11	1.384958e+10	0.000000e+00	-5.831126e+10	2.706851e+11	0.000000e+00	
9.504000e+05	-4.053038e+10	4.088442e+10	0.000000e+00	1.063994e+11	6.902013e+10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.436615e+11	8.119506e+09	0.000000e+00	-6.336824e+10	2.676516e+11	0.000000e+00	
